    ________PROJECT_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Customer:		Silicon Ranch",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Stakeholder:		Silicon Ranch",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Project:			CattleTracker",,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________LICENSE_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non commercial use as part of CattleTracker Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________LOCATION_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Location Name:		Bancroft mown",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Location Latitude:	31.4096		deg decimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Location Longitude:	-84.8298 	    deg decimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Location Altitude:	72 		meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Nominal air measurements height: 6.8  meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Nominal soil measurements depth: 0.10   meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________PERIOD_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Project Period:		  2023/05/14 	to	 	2026/04/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Data Period:          2023/05/14 	to	 	2024/04/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________DEFINITIONS_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Sign convention flow towards surface is positive:  NET_RADIATION   INCOMING_SHORTWAVE_RADIATION  INCOMING_LONGWAVE_RADIATION  PRECIPITATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Sign convention flow away from surface is positive:  OUTGOING_SHORTWAVE_RADIATION  OUTGOING_LONGWAVE_RADIATION  SOIL_HEAT_FLUX   SENSIBLE_HEAT_FLUX  LATENT_HEAT_FLUX  EVAPOTRANSPIRATION  NET_CO2_FLUX  RESPIRATION_CO2_FLUX  PHOTOSYNTHESIS_CO2_FLUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Wind direction definition:  Specifies the direction wind is coming from.  Winds from the North winds are 0 deg and directions increase clock-wise (eg. winds from east are 90 deg). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    QC flags:  0 indicates measured data  1 indicates gap-filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________VERSION_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Software version:   v4.0 pipeline, v1_9 post-processing",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Processing status: 2024_06_05 -  the status of the results may change as additional information becomes available - such as eg. site management information, additional monitoring data, scientific advancement",,,,,,,,,,,,,,,,,,,,,,,,,,,,
    ________DATA_______________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,STARTING_DATETIME,MIDPOINT_DATETIME,ENDING_DATETIME,NET_CARBON_DIOXIDE_FLUX,GPP,RECO,SENSIBLE_HEAT_FLUX,LATENT_HEAT_FLUX,EVAPOTRANSPIRATION,SOIL_HEAT_FLUX,NET_RADIATION,INCOMING_SHORTWAVE_RADIATION,OUTGOING_SHORTWAVE_RADIATION,INCOMING_LONGWAVE_RADIATION,OUTGOING_LONGWAVE_RADIATION,AIR_TEMPERATURE,SOIL_TEMPERATURE,AIR_PRESSURE,RELATIVE_HUMIDITY,VAPOUR_PRESSURE_DEFICIT,RAINFALL,SOIL_MOISTURE,WIND_SPEED,WIND_DIRECTION,NET_CARBON_DIOXIDE_FLUX_FLAG,SENSIBLE_HEAT_FLUX_FLAG,LATENT_HEAT_FLUX_FLAG,EVAPOTRANSPIRATION_FLAG
UTC,local,local,local,micromol/m2/s,micromol/m2/s,micromol/m2/s,micromol/m2/s,micromol/m2/s,mm,W/m2,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,deg C,kPa,%,kPa,mm,fraction,m/s,degrees,Dimensionless,Dimensionless,Dimensionless,Dimensionless
14/05/2023 05:15,14/05/2023 00:00,14/05/2023 00:15,14/05/2023 00:30,4.4723,-0.2246,4.2477,-2.1911,2.619,0.0097,-24.684,-53.3351,-2.6476,0.8259,368.0557,417.9174,20.8834,27.2012,101.1,98.5608,0.0357,0,0.2071,0.4915,222.3532,1,1,1,0
14/05/2023 05:45,14/05/2023 00:30,14/05/2023 00:45,14/05/2023 01:00,4.6579,-0.4493,4.2085,-1.0586,0.9222,0.0083,-25.2659,-50.9046,-2.205,0.7631,368.7429,416.6794,20.5851,26.9452,101.09,100,0,0,0.2064,0.4243,180.5213,1,1,1,0
14/05/2023 06:15,14/05/2023 01:00,14/05/2023 01:15,14/05/2023 01:30,4.6917,-0.5194,4.1723,0.3469,1.5246,0.0008,-25.6632,-45.7375,-1.9952,0.9762,372.5643,415.3304,20.3084,26.6968,101.0639,99.9989,0,0,0.2058,0.4945,51.4169,1,1,1,0
14/05/2023 06:45,14/05/2023 01:30,14/05/2023 01:45,14/05/2023 02:00,3.6626,0.4758,4.1384,-0.5358,4.1005,0.0038,-26.0022,-44.0275,-2.1193,0.7033,373.3476,414.5524,20.0501,26.4679,101,100,0,0,0.2052,0.4785,280.0065,1,1,1,0
14/05/2023 07:15,14/05/2023 02:00,14/05/2023 02:15,14/05/2023 02:30,4.384,-0.2892,4.0949,0.5156,-0.1766,0.0029,-26.3114,-44.8292,-1.8315,0.933,371.5154,413.58,19.7178,26.2534,101,100,0,0,0.2046,0.7894,311.7317,1,1,1,0
14/05/2023 07:45,14/05/2023 02:30,14/05/2023 02:45,14/05/2023 03:00,4.6187,-0.5366,4.0821,-3.8781,0.04,0,-26.5176,-46.5428,-1.659,1.2712,369.8095,413.422,19.6205,26.0507,101,99.8724,0.003,0,0.2041,1.3141,219.2384,0,0,0,0
14/05/2023 08:15,14/05/2023 03:00,14/05/2023 03:15,14/05/2023 03:30,3.208,0.8984,4.1064,-1.3842,1.0836,0.0038,-26.6189,-50.0205,-1.7518,1.7336,367.2616,413.7966,19.8061,25.8495,101,98.9651,0.0239,0,0.2035,1.2069,324.6531,1,1,1,0
14/05/2023 08:45,14/05/2023 03:30,14/05/2023 03:45,14/05/2023 04:00,4.9526,-0.8719,4.0807,1.0748,4.6883,0.004,-26.7316,-51.4444,-2.3933,1.5315,364.8115,412.331,19.6095,25.6568,101.0677,98.6342,0.0313,0,0.2031,0.452,315.2324,1,1,1,0
14/05/2023 09:15,14/05/2023 04:00,14/05/2023 04:15,14/05/2023 04:30,3.3952,0.6396,4.0348,0.2,-0.6676,0.004,-26.9297,-46.337,-1.6929,1.4127,367.05,410.2813,19.2595,25.4862,101.075,99.8972,0.0023,0,0.2026,0.3107,256.1007,1,1,1,0
14/05/2023 09:45,14/05/2023 04:30,14/05/2023 04:45,14/05/2023 05:00,4.5461,-0.5506,3.9956,-0.3177,-0.8425,0.0027,-27.119,-43.2854,-2.0057,0.7831,368.4481,408.9447,18.9595,25.3273,101,100,0,0,0.2021,0.6654,74.4884,1,1,1,0
14/05/2023 10:15,14/05/2023 05:00,14/05/2023 05:15,14/05/2023 05:30,6.633,-2.6689,3.9641,0.5896,-1.8449,0.0023,-26.8998,-42.2298,-1.7703,1.2391,368.386,407.6064,18.7189,25.1517,101,100,0,0,0.2016,0.3881,257.9235,1,1,1,0
14/05/2023 10:45,14/05/2023 05:30,14/05/2023 05:45,14/05/2023 06:00,8.6006,-4.6495,3.9511,0.8051,6.1358,0.0006,-25.3473,-34.7926,5.4961,2.7288,369.5825,407.1423,18.6195,24.994,101.0372,100,0,0,0.2012,0.4174,257.4965,1,1,1,0
14/05/2023 11:15,14/05/2023 06:00,14/05/2023 06:15,14/05/2023 06:30,12.6886,-8.7414,3.9472,4.8642,26.7421,0.0197,-21.0646,2.5921,51.9831,9.4685,370.5575,410.4801,18.5894,24.8473,101.0967,100,0,0,0.2008,0.5304,302.4163,0,0,0,0
14/05/2023 11:45,14/05/2023 06:30,14/05/2023 06:45,14/05/2023 07:00,20.237,-16.1827,4.0543,50.3103,177.2262,0.1305,-13.0223,57.3267,135.8123,24.9546,365.7239,419.2549,19.408,24.725,101.1,99.8726,0.003,0,0.2003,0.5184,355.3033,0,0,0,0
14/05/2023 12:15,14/05/2023 07:00,14/05/2023 07:15,14/05/2023 07:30,5.5168,-1.2579,4.2589,50.1185,130.2312,0.096,-1.6892,131.2605,234.0072,40.0721,367.829,430.5037,20.9687,24.7072,101.1,95.0493,0.1236,0,0.1999,0.733,335.9749,0,0,0,0
14/05/2023 12:45,14/05/2023 07:30,14/05/2023 07:45,14/05/2023 08:00,0.0516,4.4536,4.5053,62.6521,119.4551,0.0882,11.5187,184.1198,314.9945,59.5418,373.8596,445.1924,22.8452,24.8749,101.1677,86.589,0.3776,0,0.1995,0.8769,7.6783,0,0,0,0
14/05/2023 13:15,14/05/2023 08:00,14/05/2023 08:15,14/05/2023 08:30,-7.986,12.7548,4.7688,107.3102,128.0942,0.0948,25.94,264.591,421.963,77.5704,379.4801,459.2817,24.852,25.2453,101.2,78.7659,0.6683,0,0.1993,1.0261,43.9937,0,0,0,0
14/05/2023 13:45,14/05/2023 08:30,14/05/2023 08:45,14/05/2023 09:00,-6.7019,11.6936,4.9917,147.2491,179.2849,0.1329,41.4366,345.3196,527.7319,93.4793,386.0296,474.9626,26.5514,25.783,101.2,71.8235,0.9805,0,0.1994,1.0151,352.9441,0,0,0,0
14/05/2023 14:15,14/05/2023 09:00,14/05/2023 09:15,14/05/2023 09:30,-9.1852,14.3531,5.1679,177.8198,217.062,0.1611,57.1891,418.3897,624.7595,109.2386,391.4842,488.6153,27.8976,26.4668,101.2,65.0636,1.3137,0,0.1995,1.2907,51.521,0,0,0,0
14/05/2023 14:45,14/05/2023 09:30,14/05/2023 09:45,14/05/2023 10:00,-12.0604,17.3277,5.2673,182.544,217.3019,0.1613,71.6934,485.5828,716.9775,125.6816,394.1079,499.8209,28.6583,27.294,101.2,62.1432,1.4873,0,0.1998,1.7375,61.6485,0,0,0,0
14/05/2023 15:15,14/05/2023 10:00,14/05/2023 10:15,14/05/2023 10:30,-12.0198,17.338,5.3182,201.6673,233.7103,0.1736,83.7956,537.1711,784.3234,135.8914,398.2714,509.5323,29.0477,28.2184,101.2,61.2599,1.5565,0,0.2005,1.4791,111.4737,0,0,0,0
14/05/2023 15:45,14/05/2023 10:30,14/05/2023 10:45,14/05/2023 11:00,-9.9266,15.322,5.3954,225.3331,242.6157,0.1803,90.1408,639.611,916.7464,161.6599,406.144,521.6195,29.6399,29.1839,101.2,58.3922,1.7303,0,0.2012,2.0452,105.0755,0,0,0,0
14/05/2023 16:15,14/05/2023 11:00,14/05/2023 11:15,14/05/2023 11:30,-14.001,19.4703,5.4693,240.6687,292.6162,0.2176,83.556,563.2224,812.1674,142.9418,413.9685,519.9717,30.2077,30.1989,101.2,55.0112,1.9327,0,0.2021,2.154,70.1795,0,0,0,0
14/05/2023 16:45,14/05/2023 11:30,14/05/2023 11:45,14/05/2023 12:00,-15.8976,21.4577,5.5601,264.2306,318.4002,0.2368,66.9244,726.8112,1040.1735,186.689,411.2624,537.9357,30.9055,31.0974,101.2,52.5338,2.1231,0,0.2029,2.2396,58.2113,0,0,0,0
14/05/2023 17:15,14/05/2023 12:00,14/05/2023 12:15,14/05/2023 12:30,-15.7164,21.2838,5.5674,252.4363,298.6613,0.2222,55.5423,646.4719,935.8704,166.4199,412.7829,535.7617,30.9622,32.0006,101.1467,48.8932,2.2924,0,0.2039,2.1767,66.617,0,0,0,0
14/05/2023 17:45,14/05/2023 12:30,14/05/2023 12:45,14/05/2023 13:00,-12.3728,17.9404,5.5676,196.373,226.5119,0.1685,53.7542,480.0184,710.1317,125.3067,418.3253,523.1319,30.9633,32.8219,101.1,48.7685,2.2986,0,0.2047,2.0081,7.7342,0,0,0,0
14/05/2023 18:15,14/05/2023 13:00,14/05/2023 13:15,14/05/2023 13:30,-13.8541,19.471,5.6169,199.4519,260.8431,0.1941,53.5182,560.6467,821.1335,143.8151,417.9549,534.6265,31.3434,33.2992,101.1,46.9517,2.4311,0,0.2054,1.9049,343.5884,0,0,0,0
14/05/2023 18:45,14/05/2023 13:30,14/05/2023 13:45,14/05/2023 14:00,-15.8551,21.5075,5.6524,242.3643,295.9137,0.2203,51.6374,554.1202,816.1011,143.3323,416.8368,535.4854,31.6172,33.8342,101.0895,46.2043,2.5044,0,0.2059,1.7179,14.5085,0,0,0,0
14/05/2023 19:15,14/05/2023 14:00,14/05/2023 14:15,14/05/2023 14:30,-12.4281,18.0985,5.6704,242.2833,270.6171,0.2016,49.0176,604.8092,884.5688,155.2044,415.4554,540.0106,31.7554,34.2892,101,46.055,2.5317,0,0.2063,1.8409,13.1187,0,0,0,0
14/05/2023 19:45,14/05/2023 14:30,14/05/2023 14:45,14/05/2023 15:00,-11.885,17.6299,5.7448,201.4417,241.6179,0.18,44.6212,501.0107,737.9265,129.0159,424.9035,532.8033,32.3304,34.6066,101,44.18,2.7056,0,0.2068,1.4767,20.6767,0,0,0,0
14/05/2023 20:15,14/05/2023 15:00,14/05/2023 15:15,14/05/2023 15:30,-12.6911,18.4412,5.75,206.6215,221.5384,0.165,37.9747,347.9574,535.996,93.0383,426.9411,521.9414,32.3707,34.8771,100.9195,44.0797,2.7166,0,0.207,2.0035,9.1557,0,0,0,0
14/05/2023 20:45,14/05/2023 15:30,14/05/2023 15:45,14/05/2023 16:00,-13.0537,18.7706,5.7169,147.3019,192.3751,0.1433,31.6536,378.2257,579.2417,101.0918,418.9383,518.8625,32.115,34.9745,100.9,44.3426,2.6645,0,0.207,2.4244,337.2277,0,0,0,0
14/05/2023 21:15,14/05/2023 16:00,14/05/2023 16:15,14/05/2023 16:30,-3.7607,9.3991,5.6383,64.7566,113.1033,0.0842,27.7772,186.9253,328.5984,54.6058,411.1213,498.1886,31.5085,34.8445,100.9,48.1583,2.4006,0,0.207,2.4368,322.5076,0,0,0,0
14/05/2023 21:45,14/05/2023 16:30,14/05/2023 16:45,14/05/2023 17:00,-6.5004,12.2181,5.7177,134.1676,192.7809,0.1436,24.7151,350.5332,542.957,94.3119,417.1292,515.2411,32.1209,34.5513,100.9,45.8525,2.5951,0,0.2065,1.8974,322.5336,0,0,0,0
14/05/2023 22:15,14/05/2023 17:00,14/05/2023 17:15,14/05/2023 17:30,-7.6451,13.4338,5.7888,142.9672,223.7269,0.1667,20.0102,258.8894,418.699,72.4001,421.8223,509.2318,32.6705,34.3928,100.9,45.0678,2.7138,0,0.206,1.6015,318.7562,0,0,0,0
14/05/2023 22:45,14/05/2023 17:30,14/05/2023 17:45,14/05/2023 18:00,-3.1163,8.8658,5.7495,103.4121,162.656,0.1211,13.6665,114.4844,231.9182,38.2857,414.9484,494.0965,32.3668,34.264,100.9,45.0975,2.6672,0,0.2059,1.9319,321.7784,0,0,0,0
14/05/2023 23:15,14/05/2023 18:00,14/05/2023 18:15,14/05/2023 18:30,-3.4822,9.1097,5.6275,49.1299,89.0104,0.0662,7.0481,95.3901,187.5874,35.4098,428.2826,485.07,31.4246,33.9702,100.9,48.5484,2.3705,0,0.2056,3.5678,320.9874,0,0,0,0
14/05/2023 23:45,14/05/2023 18:30,14/05/2023 18:45,14/05/2023 19:00,0.4132,5.023,5.4363,-10.0904,57.46,0.0427,1.2582,-16.9607,57.3098,10.0168,405.1918,469.4454,29.9536,33.5058,100.9,53.7268,1.96,0,0.2049,3.6515,318.0223,0,0,0,0
15/05/2023 00:15,14/05/2023 19:00,14/05/2023 19:15,14/05/2023 19:30,3.1925,2.0229,5.2153,-21.5075,62.2148,0.0256,-0.3326,-50.0492,11.9954,2.5622,397.548,457.0305,28.2603,32.9681,100.905,59.2709,1.5661,0,0.2043,3.1325,317.7382,0,0,0,0
15/05/2023 00:45,14/05/2023 19:30,14/05/2023 19:45,14/05/2023 20:00,4.1483,0.9116,5.0599,-7.6845,25.5584,0.0105,-3.7103,-37.9955,-2.1025,0.0679,415.2597,451.0849,27.0718,32.3709,101,65.7271,1.2281,0,0.2034,2.1493,63.2999,0,0,0,0
15/05/2023 01:15,14/05/2023 20:00,14/05/2023 20:15,14/05/2023 20:30,1.9518,2.9793,4.9312,-7.6995,10.3187,0.0042,-6.2516,-35.307,-2.489,-0.2965,413.6954,446.8099,26.0897,31.8169,101,69.8029,1.0219,0,0.2026,1.8923,123.206,0,0,0,0
15/05/2023 01:45,14/05/2023 20:30,14/05/2023 20:45,14/05/2023 21:00,5.1545,-0.3182,4.8364,-2.7054,14.5645,0.0011,-8.6669,-33.1226,-2.344,0.0955,412.587,443.2701,25.3668,31.3302,101,74.085,0.8395,0,0.202,0.8058,133.4329,1,1,1,0
15/05/2023 02:15,14/05/2023 21:00,14/05/2023 21:15,14/05/2023 21:30,1.6125,3.1,4.7125,-3.3748,26.1692,-0.004,-11.3475,-34.1003,-2.4377,0.1411,408.2725,439.794,24.4229,30.9058,101.0455,80.814,0.5879,0,0.2013,0.4752,244.3968,1,1,1,0
15/05/2023 02:45,14/05/2023 21:30,14/05/2023 21:45,14/05/2023 22:00,3.5196,1.164,4.6836,-1.531,6.7465,0.0132,-14.1548,-47.8451,-2.3092,0.7337,390.9831,435.7854,24.2034,30.5335,101.1,80.8985,0.5772,0,0.2008,1.1991,322.9834,1,1,1,0
15/05/2023 03:15,14/05/2023 22:00,14/05/2023 22:15,14/05/2023 22:30,6.156,-1.5903,4.5657,-7.6931,10.1545,0.0027,-16.6447,-51.4402,-3.0845,0.286,382.8973,430.9671,23.3057,30.1651,101.1,86.7608,0.3794,0,0.2001,0.9908,270.0283,1,1,1,0
15/05/2023 03:45,14/05/2023 22:30,14/05/2023 22:45,14/05/2023 23:00,1.714,2.8252,4.5392,-3.0015,1.4612,0.0019,-18.6116,-51.349,-2.8987,0.5198,380.4006,428.3311,23.1034,29.8096,101.1,86.8411,0.373,0,0.1997,0.5185,245.0614,1,1,1,0
15/05/2023 04:15,14/05/2023 23:00,14/05/2023 23:15,14/05/2023 23:30,4.2316,0.1961,4.4277,-4.5811,3.5924,-0.0014,-20.113,-50.1238,-2.6651,0.9012,379.3177,425.8752,22.2545,29.4635,101.1,92.0851,0.2127,0,0.1991,0.5585,276.111,1,1,1,0
15/05/2023 04:45,14/05/2023 23:30,14/05/2023 23:45,15/05/2023 00:00,4.9998,-0.6065,4.3933,-0.6426,-1.6691,-0.0002,-21.1837,-50.4913,-2.5903,0.9103,377.8554,424.8461,21.9929,29.1396,101.1,92.8836,0.1881,0,0.1986,1.136,344.9879,1,1,1,0
15/05/2023 05:15,15/05/2023 00:00,15/05/2023 00:15,15/05/2023 00:30,1.7451,2.7078,4.453,-5.2902,-0.5134,-0.0002,-21.9204,-50.2808,-1.8375,1.4782,378.8754,425.8405,22.447,28.8385,101.1,89.7933,0.2799,0,0.1981,1.3765,173.8488,0,0,0,0
15/05/2023 05:45,15/05/2023 00:30,15/05/2023 00:45,15/05/2023 01:00,8.7907,-4.3104,4.4803,-0.8137,-0.6077,-0.0014,-22.5638,-50.5751,-3.0761,0.4055,377.5722,424.6657,22.6551,28.5574,101.1,88.253,0.3253,0,0.1976,0.7654,314.8999,1,1,1,0
15/05/2023 06:15,15/05/2023 01:00,15/05/2023 01:15,15/05/2023 01:30,6.1915,-1.8593,4.3321,-3.3035,-0.5037,-0.0005,-23.2519,-50.672,-2.9236,0.595,374.3949,421.5483,21.5268,28.3118,101.1,95.3837,0.1189,0,0.1971,0.6166,243.9096,1,1,1,0
15/05/2023 06:45,15/05/2023 01:30,15/05/2023 01:45,15/05/2023 02:00,4.2846,0,4.2846,-2.0428,0.4782,-0.0029,-23.9132,-50.4568,-2.5654,1.0432,373.0394,419.8876,21.1645,28.0773,101.0495,96.8712,0.0786,0,0.1966,0.3985,294.335,1,1,1,0
15/05/2023 07:15,15/05/2023 02:00,15/05/2023 02:15,15/05/2023 02:30,5.4598,-1.2143,4.2455,-1.8997,0.1547,0.0035,-24.4573,-49.1765,-2.3293,0.9254,371.917,417.8387,20.8667,27.8268,101,97.9618,0.0504,0,0.1961,0.4437,199.8011,1,1,1,0
15/05/2023 07:45,15/05/2023 02:30,15/05/2023 02:45,15/05/2023 03:00,4.0824,0.1045,4.1869,-0.2157,0.4902,0.0004,-24.9129,-49.7625,-2.4246,0.8668,370.5422,417.0133,20.4201,27.6001,101,98.9661,0.0248,0,0.1957,0.5619,296.5851,1,1,1,0
15/05/2023 08:15,15/05/2023 03:00,15/05/2023 03:15,15/05/2023 03:30,4.5465,-0.391,4.1554,2.7908,3.8112,-0.0004,-25.3307,-48.0027,-2.0264,1.2314,370.7212,415.466,20.18,27.3829,101,99.6555,0.0081,0,0.1952,0.2717,323.7837,1,1,1,0
15/05/2023 08:45,15/05/2023 03:30,15/05/2023 03:45,15/05/2023 04:00,6.3103,-2.159,4.1514,1.4116,2.7173,-0.0008,-25.6779,-44.2098,-1.9046,1.0643,372.9837,414.2246,20.1489,27.1734,101.0116,99.7844,0.0051,0,0.1948,0.378,340.4574,1,1,1,0
15/05/2023 09:15,15/05/2023 04:00,15/05/2023 04:15,15/05/2023 04:30,5.2899,-1.1601,4.1298,0.1156,-1.095,0.0038,-25.9026,-43.1945,-1.8732,1.0072,373.9163,414.2303,19.9845,26.9729,101.065,99.4533,0.0127,0,0.1943,0.9728,332.7203,1,1,1,0
15/05/2023 09:45,15/05/2023 04:30,15/05/2023 04:45,15/05/2023 05:00,3.3268,0.7763,4.1031,-1.7289,-3.9434,-0.0013,-25.9745,-46.7206,-1.7543,1.1101,370.2071,414.0632,19.7806,26.7718,101,99.7073,0.0067,0,0.194,1.3355,326.941,1,1,1,0
15/05/2023 10:15,15/05/2023 05:00,15/05/2023 05:15,15/05/2023 05:30,4.2611,-0.1714,4.0896,0.4523,-1.026,0.0006,-25.6375,-47.5496,-2.1631,1.0104,368.5919,412.9681,19.6778,26.5895,101,99.721,0.0064,0,0.1936,0.6217,336.5475,1,1,1,0
15/05/2023 10:45,15/05/2023 05:30,15/05/2023 05:45,15/05/2023 06:00,5.0352,-0.9706,4.0646,-0.604,-5.2758,-0.0055,-24.1072,-42.5495,3.738,2.0352,368.045,412.2973,19.4867,26.4179,101.0527,99.7117,0.0065,0,0.1932,1.0091,319.3771,1,1,1,0
15/05/2023 11:15,15/05/2023 06:00,15/05/2023 06:15,15/05/2023 06:30,8.8722,-4.7974,4.0749,2.6393,15.3148,0.0071,-20.2926,-17.013,39.0883,8.4097,368.7177,416.4093,19.6048,26.2506,101.1,99.9371,0.0014,0,0.1928,0.8711,331.2752,1,1,1,0
15/05/2023 11:45,15/05/2023 06:30,15/05/2023 06:45,15/05/2023 07:00,23.6447,-19.4769,4.1678,5.0754,13.9176,0.0057,-13.4,30.9236,103.5478,19.1173,370.1603,423.6673,20.3554,26.125,101.1,99.9934,0.0002,0,0.1923,0.8004,335.3872,0,0,0,0
15/05/2023 12:15,15/05/2023 07:00,15/05/2023 07:15,15/05/2023 07:30,-9.2283,13.5801,4.3517,31.326,54.5593,0.0224,-3.3901,106.5248,207.7789,40.3615,374.0705,434.9631,21.8035,26.1,101.1,96.2987,0.0988,0,0.192,1.4754,4.564,0,0,0,0
15/05/2023 12:45,15/05/2023 07:30,15/05/2023 07:45,15/05/2023 08:00,-1.7558,6.333,4.5772,50.5918,108.4346,0.0445,9.1713,181.3463,313.5394,62.8029,378.2654,447.6556,23.572,26.2005,101.1,87.8675,0.3536,0,0.1918,2.062,44.1364,0,0,0,0
15/05/2023 13:15,15/05/2023 08:00,15/05/2023 08:15,15/05/2023 08:30,-8.6715,13.4327,4.7612,87.9399,149.2546,0.0614,23.6897,258.2552,418.2386,81.0024,383.6442,462.6252,25.027,26.4965,101.1,82.5616,0.5553,0,0.1915,1.8908,47.7228,0,0,0,0
15/05/2023 13:45,15/05/2023 08:30,15/05/2023 08:45,15/05/2023 09:00,-11.164,16.0589,4.8948,137.7417,201.9953,0.0832,39.4783,341.0965,528.7974,99.0546,388.1852,476.8316,26.1004,26.9769,101.1,77.8462,0.7498,0,0.1915,2.0425,42.4506,0,0,0,0
15/05/2023 14:15,15/05/2023 09:00,15/05/2023 09:15,15/05/2023 09:30,-9.5611,14.5892,5.0281,176.4618,295.1038,0.1215,55.3905,413.2004,625.6834,114.8941,392.8058,490.3947,27.1753,27.6241,101.1005,72.9469,0.9758,0,0.1916,1.9284,58.7771,0,0,0,0
15/05/2023 14:45,15/05/2023 09:30,15/05/2023 09:45,15/05/2023 10:00,-17.9079,23.0657,5.1579,222.0186,371.9608,0.1535,70.0335,478.7787,713.6072,129.341,397.9835,503.471,28.2276,28.399,101.1328,69.2441,1.1794,0,0.1919,2.0517,53.8069,0,0,0,0
15/05/2023 15:15,15/05/2023 10:00,15/05/2023 10:15,15/05/2023 10:30,-10.6354,15.9206,5.2852,179.3476,252.6895,0.1043,81.8161,541.3506,796.7812,142.772,402.2399,514.8984,29.2654,29.2629,101.1117,65.2423,1.4157,0,0.1923,2.3949,60.6601,0,0,0,0
15/05/2023 15:45,15/05/2023 10:30,15/05/2023 10:45,15/05/2023 11:00,-10.6382,16.0142,5.3761,227.8712,413.2355,0.1707,85.7935,585.5128,857.3791,153.0817,405.9356,524.7202,30.025,30.1984,101.1394,62.5598,1.5913,0,0.1929,2.3494,46.2231,0,0,0,0
15/05/2023 16:15,15/05/2023 11:00,15/05/2023 11:15,15/05/2023 11:30,-12.1021,17.5211,5.419,206.462,400.3412,0.1654,76.3997,568.3243,823.2417,147.2196,418.3376,526.0355,30.4138,31.1368,101.1534,61.644,1.6671,0,0.1937,2.9388,49.0151,0,0,0,0
15/05/2023 16:45,15/05/2023 11:30,15/05/2023 11:45,15/05/2023 12:00,-11.1702,16.5946,5.4244,195.4628,468.455,0.1936,61.1989,626.9167,892.9232,164.6182,429.3198,530.7082,30.5105,31.9802,101.1017,61.6905,1.674,0,0.1945,3.4407,59.71,0,0,0,0
15/05/2023 17:15,15/05/2023 12:00,15/05/2023 12:15,15/05/2023 12:30,-15.1191,20.5543,5.4352,272.6582,484.3993,0.2002,54.2726,661.4532,953.4893,171.2374,416.7251,537.5237,30.6499,32.633,101.1,60.407,1.7468,0,0.1953,3.6109,62.7595,0,0,0,0
15/05/2023 17:45,15/05/2023 12:30,15/05/2023 12:45,15/05/2023 13:00,-10.3072,15.7501,5.4429,262.6067,446.7743,0.1849,54.8603,638.3635,927.9688,165.6719,414.5844,538.5177,30.7656,33.3274,101.1,59.8086,1.7833,0,0.196,3.6065,60.6353,0,0,0,0
15/05/2023 18:15,15/05/2023 13:00,15/05/2023 13:15,15/05/2023 13:30,-12.2716,17.7479,5.4763,248.6198,437.501,0.1809,54.0931,674.6687,980.5354,175.4505,412.347,542.7631,31.0828,34.0008,101.1,57.2842,1.9289,0,0.1968,3.5222,59.5848,0,0,0,0
15/05/2023 18:45,15/05/2023 13:30,15/05/2023 13:45,15/05/2023 14:00,-10.937,16.4391,5.5022,318.4475,580.5303,0.2402,50.2212,681.0719,988.176,177.6676,417.427,546.8635,31.3426,34.5947,101.0273,56.1887,2.0081,0,0.1975,3.2461,57.7917,0,0,0,0
15/05/2023 19:15,15/05/2023 14:00,15/05/2023 14:15,15/05/2023 14:30,-10.541,16.0244,5.4834,195.6333,457.9169,0.1895,45.5262,404.0421,607.5671,106.7915,426.407,523.1404,31.2512,35.1226,101,56.5269,1.983,0,0.1983,3.0376,53.1583,0,0,0,0
